Permit Number,Permit Application Type,Date Issued,Building Use,Work Class,Estimated Cost of Construction,Number of Units,Number of Stories,Stats Can # of Units Lost,Location,LocType,Subdivision Code,Name,Contact Type Description,Construction Type
PRFR202600136,Foundation Repair,2026-01-19 00:00:00,Residential,Alteration and improvements,32500,0,0,,"2738 BORDEN STREET, REGINA, SK S4N2L1",Address,Assiniboia East,JS GROUP OF COMPANIES,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202503535,Renovation/Alteration,2026-01-19 00:00:00,Commercial,Alteration and improvements,594600,0,1,,"755 BROAD STREET, REGINA, SK S4R8G3",Address,Industrial Park,CAPITAL AUTOMOTIVE PROPERTIES INC.,Property Owner,"572-Service station, repair garage and specialty shop; gasoline station, service station/car wash, muffler shop, transmission shop, service station/garage"
PRRN202503539,Renovation/Alteration,2026-01-19 00:00:00,Commercial,Alteration and improvements,2077800,0,1,,"755 BROAD STREET, REGINA, SK S4R8G3",Address,Industrial Park,CAPITAL AUTOMOTIVE PROPERTIES INC.,Property Owner,"572-Service station, repair garage and specialty shop; gasoline station, service station/car wash, muffler shop, transmission shop, service station/garage"
PRSF202503281,Single/Semi-Detached Dwelling 1-2 units,2026-01-19 00:00:00,Residential,New construction,250000,1,2,,"5229 E GREEN CRESCENT, REGINA, SK S4V3S9",Address,The Greens on Gardiner,CRAWFORD HOMES (1991) LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202503567,Single/Semi-Detached Dwelling 1-2 units,2026-01-19 00:00:00,Residential,New construction,300000,2,2,,"3131 BOWEN STREET, REGINA, SK S4V4C6",Address,The Towns,PACESETTER NEW HOMES LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202600054,Single/Semi-Detached Dwelling 1-2 units,2026-01-19 00:00:00,Residential,New construction,400000,2,2,,"3001 GREEN TURTLE ROAD, REGINA, SK S4V4E6",Address,The Towns,COLBY KIRKPATRICK - PACESETTER HOMES,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202503168,Secondary Suite,2026-01-19 00:00:00,Residential,Alteration and improvements,30000,1,0,,"5325 MCKENNA CRESCENT, REGINA, SK S4W0H2",Address,Harbour Landing,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRAD202503369,Addition,2026-01-20 00:00:00,Institutional,Addition to existing building commercial & residential,2429691.61,0,2,,"205 HAMILTON STREET, REGINA, SK S4R2N9",Address,Highland Park,WESTRIDGE CONSTRUCTION - JESSE CLAYTON,Contractor,"620-Elementary school, kindergarten"
PRAH202503085,Alternative Family Care Home,2026-01-20 00:00:00,Residential,Alteration and improvements,4000,0,0,,"1432 LACON STREET, REGINA, SK S4N1Z1",Address,Rothwell Place,SAYLAH SUITES PROPERTY MANAGEMENT LTD.,Property Owner,"210-Semi-Detached or Double House, single attached home"
PRBS202503545,Basement Development,2026-01-20 00:00:00,Residential,Alteration and improvements,3500,0,0,,"1934 MONTAGUE STREET, REGINA, SK S4T3J5",Address,Old 33,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202600107,Foundation Repair,2026-01-20 00:00:00,Residential,Alteration and improvements,4115,0,0,,"150 N ST JOHN STREET, REGINA, SK S4R2V9",Address,Churchill Downs,AAA SOLID FOUNDATION,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRGA202600084,Garage/Carport,2026-01-20 00:00:00,Residential,Garage/Carport/Accessory Structure,29300,0,0,,"5520 E NICHOLSON AVENUE, REGINA, SK S4V4B4",Address,The Towns,DREAM TOWNS LANDS SOUTH (GP) INC.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRMH202600141,Plumbing,2026-01-20 00:00:00,Residential,Mechanical,6100,0,0,,"2729 24TH AVENUE, REGINA, SK S4S1J6",Address,Lakeview Place,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202503553,Renovation/Alteration,2026-01-20 00:00:00,Commercial,Alteration and improvements,135000,0,2,,"2110 7TH AVENUE, REGINA, SK S4R1C4",Address,Old 33,LYNCH PROPERTIES SERVICES,Contractor,"572-Service station, repair garage and specialty shop; gasoline station, service station/car wash, muffler shop, transmission shop, service station/garage"
PRSS202502634,Secondary Suite,2026-01-20 00:00:00,Residential,Alteration and improvements,45000,1,0,,"12 WALDEN CRESCENT, REGINA, SK S4N1L2",Address,Glencairn,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202502970,Secondary Suite,2026-01-20 00:00:00,Residential,Alteration and improvements,45500,1,0,,"1744 MUSTARD STREET, REGINA, SK S4Y0G1",Address,Westerra,LUCKY LINKS BUILDING SERVICES LTD. - LUCKY ALUGE,Contractor,"330-Row House, garden home, town house, carriage home, quadrex"
PRSS202503528,Secondary Suite,2026-01-20 00:00:00,Residential,Alteration and improvements,40000,1,0,,"2944 WELBY WAY, REGINA, SK S4V4A2",Address,The Towns,HAUP CONSTRUCTIONS INC,Contractor,"210-Semi-Detached or Double House, single attached home"
PRSS202503562,Secondary Suite,2026-01-20 00:00:00,Residential,Alteration and improvements,45000,1,0,,"3253 GREEN TURTLE ROAD, REGINA, SK S4V4B1",Address,The Towns,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202600023,Secondary Suite,2026-01-20 00:00:00,Residential,Alteration and improvements,72000,1,0,,"3141 GREEN STONE ROAD, REGINA, SK S4V3R8",Address,The Towns,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202600026,Secondary Suite,2026-01-20 00:00:00,Residential,Alteration and improvements,72000,1,0,,"3171 GREEN STONE ROAD, REGINA, SK S4V3R8",Address,The Towns,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202600027,Secondary Suite,2026-01-20 00:00:00,Residential,Alteration and improvements,64000,1,0,,"3360 CROSBIE CRESCENT, REGINA, SK S4V3S4",Address,The Towns,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRBS202600135,Basement Development,2026-01-21 00:00:00,Residential,Alteration and improvements,25000,0,0,,"2715 NARCISSE DRIVE, Unit:215, REGINA, SK S4X0P8",Address,Hawkstone,REDACTED,Property Owner,"330-Row House, garden home, town house, carriage home, quadrex"
PRGA202600013,Garage/Carport,2026-01-21 00:00:00,Residential,Garage/Carport/Accessory Structure,29740,0,0,,"5656 VEDETTE ROAD, REGINA, SK S4W0P8",Address,Harbour Landing,DK PRIME CONSTRUCTION,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202503459,Renovation/Alteration,2026-01-21 00:00:00,Commercial,Alteration and improvements,100000,0,1,,"365 HOFFER DRIVE, REGINA, SK S4N6E2",Address,Industrial Ross,504 LAKE INVESTMENTS LTD. | LUXERMAN HOLDINGS LIMITED | ROBB HOLDINGS LTD. | ROCOM MANAGEMENT LTD. | WOLMAN PROPERTIES LTD.,Property Owner,"460-Storage building; warehouse (for storage purposes only), industrial mall, grain elevator, locker rental, silo, quonset, refrigerated storage terminal"
PRRN202503525,Renovation/Alteration,2026-01-21 00:00:00,Commercial,Alteration and improvements,700000,0,4,,"1920 COLLEGE AVENUE, REGINA, SK S4P1C4",Address,Old 33,102109172 SASKATCHEWAN LTD.,Property Owner,"520-Office building; consultant’s office, doctor’s office, insurance company, bank, taxi stand, office/cafeteria, office/smoke shop"
PRRN202503602,Renovation/Alteration,2026-01-21 00:00:00,Residential,Alteration and improvements,2500,0,0,,"835 SHANNON ROAD, REGINA, SK S4S5K1",Address,Whitmore Park,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202503440,Single/Semi-Detached Dwelling 1-2 units,2026-01-21 00:00:00,Residential,New construction,337255,1,2,,4972 PADWICK ROAD,Address,Harbour Landing,EHRENBURG PROPERTIES - REGINA LIMITED,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202600055,Single/Semi-Detached Dwelling 1-2 units,2026-01-21 00:00:00,Residential,New construction,400000,2,2,,"3089 GREEN TURTLE ROAD, REGINA, SK S4V4E5",Address,The Towns,PACESETTER NEW HOMES LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202600100,Single/Semi-Detached Dwelling 1-2 units,2026-01-21 00:00:00,Residential,New construction,400000,1,2,,"8701 WHEAT CRESCENT, REGINA, SK S4Y0H8",Address,Westerra,COLBY KIRKPATRICK - PACESETTER HOMES,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDE202503547,Demolition,2026-01-22 00:00:00,Residential,Demolition,5000,0,0,1,"38 GARUIK CRESCENT, REGINA, SK S4R7E6",Address,Argyle Park,DIRTY WORK RESTORATIONS,Contractor,130-Mobile Home
PRFR202600143,Foundation Repair,2026-01-22 00:00:00,Residential,Alteration and improvements,4010.4,0,0,,"2953 RAE STREET, REGINA, SK S4S1R6",Address,Lakeview,TRIPLE R CONCRETE CUTTING,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRFR202600156,Foundation Repair,2026-01-22 00:00:00,Residential,Alteration and improvements,7230,0,0,,"710 N BARD CRESCENT, REGINA, SK S4X2K5",Address,Mccarthy Park,AAA SOLID FOUNDATION,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202501880,Renovation/Alteration,2026-01-22 00:00:00,Commercial,Alteration and improvements,250000,0,1,,"5048 SHERWOOD DRIVE, REGINA, SK S4R4C2",Address,Normanview,ADVANCE RESTORATION INC,Contractor,"660-Religious building; church, cathedral, temple, citadel, synagogue"
PRRN202600020,Renovation/Alteration,2026-01-22 00:00:00,Residential,Alteration and improvements,30000,0,0,,"1520 PARKER AVENUE, REGINA, SK S4S4R8",Address,Hillsdale,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202600068,Renovation/Alteration,2026-01-22 00:00:00,Commercial,Alteration and improvements,9000,0,2,,"400 BROAD STREET, REGINA, SK S4R1X3",Address,Highland Park,GEORGE GORDON TLE HOLDINGS LTD.,Property Owner,"512-Retail complex; plaza, mall, shopping centre, store/office building"
PRSS202600039,Secondary Suite,2026-01-22 00:00:00,Residential,Alteration and improvements,65000,1,0,,"2940 WELBY WAY, REGINA, SK S4V4A2",Address,The Towns,REDACTED,Property Owner,"210-Semi-Detached or Double House, single attached home"
PRSS202600122,Secondary Suite,2026-01-22 00:00:00,Residential,Alteration and improvements,65000,1,0,,"3842 GEE CRESCENT, REGINA, SK S4V3N9",Address,The Greens on Gardiner,DHAMI CONSTRUCTION INC.,Contractor,"210-Semi-Detached or Double House, single attached home"
PRFR202600094,Foundation Repair,2026-01-23 00:00:00,Residential,Alteration and improvements,60000,0,0,,"1323 BROWN STREET, REGINA, SK S4N5C7",Address,Glencairn Village,RSR CONSTRUCTION - TERRY PAUN,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202600151,Renovation/Alteration,2026-01-23 00:00:00,Residential,Alteration and improvements,5500,0,0,,"103 LAUBACH CRESCENT, REGINA, SK S4S6M2",Address,Lewvan Park,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSF202503494,Single/Semi-Detached Dwelling 1-2 units,2026-01-23 00:00:00,Residential,New construction,250000,1,0,,"8694 WHEAT CRESCENT, REGINA, SK S4Y0H8",Address,Westerra,CRAWFORD HOMES (1991) LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRSS202600080,Secondary Suite,2026-01-23 00:00:00,Residential,Alteration and improvements,46000,1,0,,"5628 WATERER ROAD, REGINA, SK S4W0N5",Address,Harbour Landing,LUCKY LINKS BUILDING SERVICES LTD. - LUCKY ALUGE,Contractor,"210-Semi-Detached or Double House, single attached home"
PRSS202600090,Secondary Suite,2026-01-23 00:00:00,Residential,Alteration and improvements,68000,1,0,,"7 NORRIS ROAD, REGINA, SK S4S5N1",Address,Whitmore Park,LUCKY LINKS BUILDING SERVICES LTD. - LUCKY ALUGE,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRBS202503167,Basement Development,2026-01-26 00:00:00,Residential,Alteration and improvements,20000,0,0,,"809 SHANNON ROAD, REGINA, SK S4S5K1",Address,Whitmore Park,SDM RENOS & SERVICES,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRBS202600128,Basement Development,2026-01-26 00:00:00,Residential,Alteration and improvements,13500,0,0,,"3436 TAMARACK GROVE, REGINA, SK S4V2S5",Address,Woodland Grove,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRDE202600166,Demolition,2026-01-26 00:00:00,Residential,Demolition,10000,0,0,,"180 DOROTHY STREET, REGINA, SK S4T5V3",Address,Dieppe Place,HOPE CONSTRUCTION LTD.,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202500916,Renovation/Alteration,2026-01-26 00:00:00,Residential,Alteration and improvements,5500,0,0,,"6017 EAGLES COVE, REGINA, SK S4X0H5",Address,Skyview,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202503061,Renovation/Alteration,2026-01-26 00:00:00,Commercial,Alteration and improvements,30000,0,1,,"1375 SCARTH STREET, REGINA, SK S4R2E7",Address,Old 33,102153355 SASKATCHEWAN LTD.,Property Owner,"510-Retail and wholesale outlets; retail outlet, department store, photographic studio, rental service, beauty salon, hairdressing salon, lumber yard, dry cleaner, laundromat"
PRRN202503521,Renovation/Alteration,2026-01-26 00:00:00,Commercial,Alteration and improvements,100,0,1,,"2800 23RD AVENUE, REGINA, SK S4S1E6",Address,Lakeview Centre,102183927 SASKATCHEWAN CORP.,Property Owner,"650-Day care, nursing home, rest home, home for the blind, charitable home, detoxification center"
PRRN202503581,Renovation/Alteration,2026-01-26 00:00:00,Commercial,Alteration and improvements,80000,0,14,,"2476 VICTORIA AVENUE, REGINA, SK S4N6M5",Address,Old 33,CITY OF REGINA,Property Owner,"520-Office building; consultant’s office, doctor’s office, insurance company, bank, taxi stand, office/cafeteria, office/smoke shop"
PRRN202600110,Renovation/Alteration,2026-01-26 00:00:00,Commercial,Alteration and improvements,25000,0,14,,"1945 HAMILTON STREET, REGINA, SK S4P2C7",Address,Old 33,SASKBUILDS CONSTRUCTION SERVICES - GORDON HAMILTON,Contractor,"520-Office building; consultant’s office, doctor’s office, insurance company, bank, taxi stand, office/cafeteria, office/smoke shop"
PRRN202600133,Renovation/Alteration,2026-01-26 00:00:00,Residential,Alteration and improvements,1500,0,0,,"3437 21ST AVENUE, REGINA, SK S4S0T8",Address,Lakeview A,REDACTED,Property Owner,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
PRRN202600153,Renovation/Alteration,2026-01-26 00:00:00,Residential,Alteration and improvements,13000,0,0,,"1238 N FLEXMAN CRESCENT, REGINA, SK S4X2Y8",Address,Lakewood,JS GROUP OF COMPANIES,Contractor,"110-Single House, single detached home, bungalow, linked home (linked at the foundation), single family dwelling"
